id,selling_price,code,item_name
3125,3800,4339,NP DHEA 25MG CAPS
3126,2400,4362,NOW L ARGININE
3127,3700,4369,Seven seas 450ml
3128,2100,4395,STAMINOGROW TABS 30S
3129,2400,4482,WELLMAN 70+
3130,2450,4513,"NA ACTIVE MAN(ARG, GINS,MACA)60"
3131,35,4528,Seven seas 120'S
3132,2400,4533,NOW STEVIA 28G
3133,2500,4535,JOINTACE ORIGINAL
3134,300,4542,CEREGARD PLUS 10S
3135,2400,4657,DOLOJOINT EXTRA TABLETS
3136,11500,7799,PROFERTIL MEN
3137,4200,8924,PERFECTIL PLUS HAIR EXTRA SUPPORT
3138,1500,5119,BEROCCA PERFORMANCE ORANGE 30'S
3139,70,5136,CARDIOACE PLUS TABS
3140,50,7900,Z-VIT TABS 30S
3141,1150,5155,SCOTTS EMULSION ORANGE 200ML
3142,700,7156,SCOTTS EMULSION REGULAR 100ML
3143,1629,5232,JAMIESON COD LIVER OIL+VIT A+D3
3144,4568,5240,JAMIESON GLUCOSAMINE /CHONDRO
3145,4200,5612,JAMIESON GORGEOUS HAIR
3146,1438,5242,JAMIESON LUTEIN 20MG SOFT GELS
3147,1699,5243,JAMIESON MACA
3148,2500,7244,JAMIESON MAGNESIUM 250MG
3149,2452,5246,JAMIESON MELATONIN GUMMIES 2.5
3150,3498,5247,JAMIESON MELATONIN SPRAY
3151,2000,5248,JAMIESON MELATONIN/MAGNESIUM5MG
3152,2500,5249,JAMIESON MULTI 100% ADULTS
3153,4008,7250,JAMIESON MULTI 100% COMPLETE MEN 90s
3154,1598,7251,JAMIESON MULTI100% COMPLETE MEN 25's
3155,3369,5252,JAMIESON 100%COMPLETE WOMEN
3156,2050,5253,JAMIESON MULTI KIDS CHEWEABLE
3157,3121,5255,JAMIESON OMEGA KRILL OIL 500MG
3158,5262,5,JAMIESON PRENATAL100%+DHA
3159,3100,2,JAMIESON PRENATAL CHEWEABLE
3160,3500,7898,JAMIESON VITAMIN B COMPLEX
3161,2400,5261,JAMIESON VITAMIN D3 1000IU
3162,2900,5262,JAMIESON VITAMIN D3 2500IU
3163,1650,5263,JAMIESON VITAMIN E 100IU 67MG
3164,3000,5264,JAMIESON VITAMIN E 400IU 268MG
3165,1233,5265,JAMIESON ZINC 25MG TABS
3166,2100,6652,JAMIESON ZINC 50MG TABS
3167,1301,5267,JAMIESON ZINC H/LEMON LOZENGES
3168,1450,5268,JAMIESON 100 % WOMEN 25S
3169,1250,7302,HEALTH AID ALOE VERA 5000MG 30
3170,1800,7303,HEALTH AID CHAMOMILE OIL
3171,1836,5306,HEALTHAID EVENING PRIMR 500MG
3172,1550,145,HEALTH AID FOLIC ACID 400UG
3173,1500,5309,HEALTH AID JUNIOR VIT TM CHEWS
3174,2423,5310,HEALTH AID MAGNESIUM &CALCIUM
3175,3550,7312,HEALTH AID OMEGA 3 750 MG
3176,2000,5316,HEALTH AID VITAMIN C 1000 60S
3177,2200,7318,ULTRA OMEGA 3.6.9
3178,2300,A3456,HEALTH AID VITAMIN C1000MG PR 30'S
3179,195,5322,NUTRIMOM CONCEPTION
3180,4400,5323,PROMIMBA PCOD
3181,1300,7324,HEALTH AID ZINC GLUCONATE 70MG
3182,100,5325,JOINTSOLS
3183,4190,5327,NA 3IN 1 WEIGHT LOSS FORMULAR
3184,2684,5329,NA BETA GLUCANS IMMUNE SUPPORT
3185,1990,5331,NA CALCIUM MAGNESIUM = ZINC
3186,450,5332,FEDATE SYRUP
3187,1713,5333,NA CHROMIUM PICOLINATE 200MCG
3188,550,5334,DIPIFER SYRUP 200ML
3189,2808,5337,NA CO Q10 100MG
3190,4860,5338,NA COLLAGEN JOINT FORMULA 60S
3191,3055,5339,NA COMPLETE EFA 1200(OMEGA 369)
3192,1995,5341,NA CRANBERRY500MG
3193,2699,5342,NA DIGESTE ZE
3194,2546,5343,NA K2 100MCG
3195,2407,5345,NA SELENIUM 200MCG+ANTI OXIDANT
3196,1800,5346,NA VITAMIN B COMPLEX +C TR
3197,1959,5348,NA VITAMIN C 500MG SUGAR FREE
3198,1995,5350,VITAMIN D3 5000IU(125MCG)
3199,1300,5356,haliborange orang multvit softi
3200,300,5362,APPEVITE FORTE 100 ML
3201,400,5363,APPEVITE FORTE 200ML
3202,30,5392,SPAN K 600MG(SLOW K)100S
3203,40,5404,PREGNACARE CAPS 30S
3204,40,5420,GINSOGOLD PLUS SOFTGELS
3206,2350,5537,NOW VITAMIN D3 5000IU
3207,2100,5543,OMESOFT CAPS
3208,1500,5545,PHOSPHATE SANDOZ 500MG
3209,2848,5593,JAMIESON EVENING PRIMROSE OIL
3210,4800,5594,JAMIESON OMEGA 3.6.9
3211,20,5599,VITAMIN C (ESS C)500MG
3212,3008,5608,SD B12 6000MCG DISSOLVABLE
3213,2453,5609,SD D3 1000IU 200S
3214,2800,5610,SD L-ARGININE
3215,4300,5656,PEDIASURE 1 NUTRI VANILLA
3216,3000,5657,PEDIASURE 3+POWDER 400G(VANILLA
3217,1300,5667,OAD PREGNA MULTI 30S
3218,990,5668,OAD OSTEO 30S
3219,1100,5669,OAD IMMUNE C
3220,55,5703,GINESOMEGA CAPS
3221,1500,5704,KIDSMULTI
3222,80,5707,ZEJOINT TABS
3223,1050,5720,ULTRA VITAMIN C WITH ZINC
3224,1427,5721,VITA HEALTH OMEGA 3 CAPS 60S
3225,4100,5724,MYO-PCOS TABS
3226,2200,5735,NUTRIMOM COMPLETE CAPS
3227,180,5775,COGNICURE 10S
3228,1419,5784,FREE NERVE CAPSULE
3229,55,5786,NERVIJEN CAPSULE 30S
3230,300,5799,APPETER B SYRUP
3231,370,5817,FILWEL KIDS SYRUP
3232,140,5822,probio satchets
3233,110,5875,REJOIN TABS 10S
3234,100,5876,ORTHOLAX TABS 10S
3235,190,5877,HYGLOW 10S
3236,110,5879,FLEXNOVA COLLAGEN 10S
3237,1729,5880,JOINTPYN 30S
3238,1995,5881,FLEMO 40
3239,110,5882,ORTHOKIT HM 10`s
3240,25,5909,MZ-CALL CHEWABLE 30'S
3241,30,5910,BONECARE PLUS 30'S
3242,750,5911,BONECARE PLUS SUSP200ML
3243,1050,5936,AMINOVIT(AMINO ACIDS)200ML
3244,1879,5940,ULTRAFLEX TABS 20S
3245,3138,5942,BIO D3 MAX 30S
3246,45,5953,APOFOLIC DHA CAPS 30S
3247,850,5954,APETAMINE LIQUID 200ML
3248,509,5955,FEMSTART XT SUSP 200ML
3249,600,5956,PROTOKEN SYP 200ML
3250,324,5957,ZENGLOBIN 200ML
3251,400,5964,Z-VIT DROPS 15ML
3252,550,5965,Z-VIT SYRUP 200ML
3253,70,5969,VISIONACE CAPS 30S
3254,40,5970,TRICAL CHEWEABLE 15S
3255,220,5985,CEREGARD FORTE 10S
3256,3100,6050,QUEST OAD BONE LIFE 60S
3257,1315,6052,OAD METHYL FOLATE 60S
3258,2020,6070,NOW STEVIA INSTANT 175S
3259,3100,6071,NOW VITAMIN K2 100MCG 100S
3260,3000,6072,QUEST CHOLESTEROL BIOTIX 30S
3261,2280,6073,QUEST CRANBIOTIX 30S
3262,1665,6074,QUEST ENZYME DIGEST 135S
3263,1500,6076,QUEST MARINE OMEGA 3 90S
3264,1030,6078,QUEST RESTORE BIOTIX 12S
3265,2400,6109,HEALTHAID VEGAN OMEGA3.6.9 60'S
3266,2150,6110,HEALTHAID HAIRSKINAIL 30'S
3267,2200,6111,HEALTHAID GARLIC OIL2MG 60'S
3268,2000,6113,HEALTHAID VITAMIN D35000IU 30'S
3269,2100,6114,HEALTHAID VITAMIN D3 1000IU
3270,1500,6115,HEALTH A-Z MULT+MINERALS 30'S
3271,2550,6116,HEALTH A-Z MULT+MINERALS 90'S
3272,2050,6117,HEALTHAID CAL 600MG CHEWABLE 60
3273,1850,6119,HEALTHAID EVEN PRIMROSEOIL 1G
3274,130,6140,RESAME 200
3275,1100,6152,VITAMIN C&ZINC VALUPAK
3276,1200,6155,PN VEGETERIAN MULTIVIT
3277,70,6180,NIACIN-B CAPS 500MG 30s
3278,50,6189,ACTILIFE CDZ 20S
3279,35,6192,"N""RGY PLUS 30S"
3280,60,6200,PREGA 9
3281,8200,6206,pharmaton 100s
3282,100,6212,NUROTROY SR 10S
3283,270,6232,cerecare plus 10'S
3284,2650,6268,PN OMEGA 3.6.9 SOFTGEL CAPS 60'
3285,2760,6292,NOW INULIN ORGANIC POWDER
3286,2700,6296,LINO CREAM 250G
3287,3050,6314,ABSOLUT TABS 30S
3288,1000,6330,PHARMVIT CDZ EFF 20S
3289,3100,6343,CENTRUM ADVANCE 50+ 60S
3290,600,6347,SAMEGA 4G 10S
3291,1000,6369,OMEGA 3(MY DAWA)1000mg
3292,8070,6374,NOW SUPPER ENZYME TABS 180S
3293,2535,6375,NOW POTASSIUM CITRATE 99MG VCAP
3294,5750,6405,JAMIESON MAGNESIUM POWDER 228G
3295,2950,6406,JAMIESON MG BIGLYCINATE GUMMIES
3296,3100,6419,jointcare active 368mg omega -3
3297,3700,6425,"PERFECTIL PLUS SKIN EXTRA SUPPORT(skin, hair, nails)"
3298,1950,6432,POWERFLEX SATCHETS
3299,4400,6448,WN MAGNESIUM BIGLYCILATE 200MG CAPS 120S
3300,4300,6449,VIR ASHWAGANDHA ORGANIC VCAPS
3301,30,671,Gacet supps 125mg
3302,165,932,GLYCEROL SUPP 4g
3303,100,1377,Anusol supp
3304,155,2092,Glycerol Infant 1g
3305,700,2169,DREZ V GEL
3306,110,3067,Scheriproct supp
3307,100,3355,DICLODENK RECTAL
3308,140,3505,GLYCEROL CHILDREN 2g
3309,345,4563,cyclogest 400mg
3310,70,6183,CONLAX-5 SUPP
3311,90,6184,CONLAX-10 SUPP
3312,70,6310,SEDIPROCT SUPP 6'S
3313,10,547,SURGICAL BLADES
3314,20,739,20ML SYRINGE
3315,150,824,NORMAL SALINE INFU
3316,200,944,W.O.W 4X4
3317,30,1496,BD MICROFINE 0.5ML
3318,150,2500,CATHETERS FOLLEY 20G
3319,5300,3440,BP MACHINE OMRON M1
3320,2100,3619,OPSITE SPRAY 100ML
3321,2785,3853,Glucoplus strips 50's
3322,260,4034,OPSITE POST-OP 9.5CM*8.5CM 20'S
3323,12500,4490,BP MACHINE OMRON-M3
3324,200,5283,SURGICAL SPIRIT 500ML
3325,70,5284,SURGICAL SPIRIT 50ML
3326,100,5285,SURGICAL SPIRIT 100ML
3327,20,5723,powder free gloves
3328,200,5502,BRUFACE IBUPROFEN
3329,300,4257,DUROMINE CAPS 30MG
3330,2200,5719,PRODIGY STRIPS
3331,350,5688,COLGATE TRIPPLE ACTION
3332,600,5689,COLGATE CHARCOAL GENTLE 120GMS
3333,650,6090,D H/C TOOTHPASTE 150GMS
3334,130,6091,D H/C TOOTHPASTE 50GMS
3335,400,6092,D MINT AND LEMON TOOTHPASTE 150
3336,400,6093,D HERBAL CLOVE TOOTHPASTE 150GM
3337,330,6099,MISWAK HERBAL TOOTHPASTE 120GM
3338,70,5814,FEBUDAY 40MG
3339,95,5528,ENAT 400MG VIT E CAPS
3340,70,5434,QUENCHER 500ML
3341,1100,3335,Active girl
3342,1200,3342,tobradex drops
3344,100,3345,Stilnox 10mg
3345,4500,3346,Cerave Daily Moisturizing Lotion 473ml
3346,1000,3349,VOLTAREN EMUGEL 50G
3347,40,3350,VIPRAX 200MG (CEFIXIME)
3348,500,3351,CIPROBAY 500MG
3349,1100,3352,PROGYNOVA TABS 2MG 20S
3350,350,3353,Dove baby bar
3351,3850,3354,CERAVE MOISTURIZING CREAM 340G
3352,1500,3356,Benylin paed dry cough & sore throat
3353,235,3358,CO APROVEL TABS 300MG
3354,170,3359,LEMSIP COLD&FLU LEMON SACHETS
3356,1850,3363,OPTREX BLOOD SHOT
3357,1600,3364,OPTREX REFRESHING DROPS
3358,20,3365,COSGREL 75MG TABS
3359,2400,3366,LEMSIP FOR MUCUS COUGH & CATARRH SYR 180ML
3360,900,3368,BLISTEX ULTRA/PROTECT SPF50 4.25GM
3361,2500,3369,NAN 1 400GMS(O-6 MONTHS)
3363,300,3371,JAKEMANS THROAT & CHEST COUGH DROPS 100GM
3364,1800,3374,JAMIESON CHEWABLE C 500MG TABS 120S
3365,4400,3376,JAMIESON COLLAGEN ANTI-WRINKLECAPS 60S
3366,1150,3377,JAMIESON FOLIC ACID 400MCG TABS 200S
3367,1900,3378,JAMIESON MELATON 3MG CAPSULES 30S
3369,2900,3382,JAMIESON VITAMIN C SERUM BRIGHTENING
3370,1950,3383,JAMIESON MELATOTIN3MG FAST DISSOLVINGTABS 100S
3371,50,3384,ACEPAR MR CAPS
3372,100,3385,CURAMOL (PARACETAMOL) 100ML
3373,700,3389,CLINDAR- T PLUS GEL 20G
3374,2100,3391,PICOLAX SACHETS
3375,2300,3392,ABIDEC DROPS 25ML
3376,850,3398,CITROSODA 6OG REGULAR
3377,400,3399,CANDID MOUTH PAINT
3378,2600,3400,LISTERINE COOL MINT 500ML
3379,120,3401,PANCREMAX TABS
3380,95,3403,CITICOLINE 500MG (SYSCHOL)
3381,3000,3408,SOLARCARE SPF 30 100ML
3382,15,3409,METFORAL 500MG
3383,75,3410,CONCOR AMLO 5/5MG TABS
3384,75,3412,SILOFAST 8MG (SILODOSIN) CAPS
3385,600,3415,ACLOSAR P SYR 60ML
3386,1500,3418,NOW MELATONIN 3MG 60S
3387,550,3419,SKINS FLAVOURS CDS 4S
3388,2000,3423,NIGHT NURSE CAPSULES 10
3390,950,3426,COARTEM DISP 80/480MG 6S (ORIGINAL)
3391,10,3427,DENTAMOL TABS 20S
3392,140,3431,APROVASC 150/5 TABS
3393,350,3432,METRODERM GEL
3394,2150,3433,LISTERINE TOTAL CARE500ML
3395,2600,3436,ZOVIRAX (ACYCLOVIR) CREAM 2GM
3396,300,3438,PULMOFIRST 62.5MG TABS
3397,1100,3441,BETADINE MOUTH GARGLE 125ML
3398,380,3442,AVELOX TABS 400MG
3399,100,3444,QUENCHER 1L
3400,350,3445,TRIMEX EXP DIABETIC 100ML
3402,300,3447,CONSULTATION
3403,250,3450,LUGOS OF IODINE 100ML
3404,55,3452,LEXOTANIL 1.5MG 30S
3406,75,3454,LEXOTANIL TABS 3MG 30S
3407,2400,3455,COMFREY ADULT DIAPERS PANTS M 10S
3408,1500,3456,NEO-CYTAMEN (HYDROXOCOBALAMIN 1000MCG )1ML AMP 5S
3409,2300,3457,SCHERIPROCT OINTMENT 30G
3413,35,3459,UNIPHYLLIN 200MG (Theophylline) Tabs 56
3414,100,3461,KETO-CKD 10S
3415,800,3462,SENSODYNE FRESH MINT 75ML
3416,1050,3463,LUCAZ CREAM 30G
3417,1600,3464,BENNETTS NIPPLE CREAM 50ML
3418,70,3468,CENTRUM ADVANCE 50+ 30S
3419,2200,3469,VISINE original(redness relief)
3420,2550,3470,WITGLOW CREAM 30G
3421,50,3472,INFANT D DROPS 30S
3422,155,3477,RESAME 400MG 10S
3423,1700,3481,SUDOCREAM 125G
3424,550,3484,ELIQUIS (APIXABAN) 5MG 60S
3425,5,3485,theophed TABS
3426,85,3487,PREGNACARE CONCEPTION TABS 30S
3427,600,3489,VALTREX (VALACYCLOVIR) TABS 500MG 42S
3428,1250,3490,CLEANSING WASH -DELICATE BLOSSOM 266ML
3429,1500,3491,CLEANSING WASH-ISLAND SPLASH 266ML
3430,1500,3494,CLEANSING WASH-SHEER FLORAL 266ML
3431,3400,3496,NEVANAC 0.1% EYE DROP
3432,2050,3497,BENYLIN C+F MAX STRENGTH CAPS 16S
3433,70,3501,GAVISCON ADVANCE PEPPERMINT TABS 24S
3434,90,3502,GAVISCON DOUBLE ACTION MINT TABS 24S
3435,3050,3504,JAMIESON COQ10 + OMEGA -3 SOFTGELS 30S
3436,600,3507,ASCORIL NATURAL 100ML
3437,120,3508,TRIHISTAMINE 60ML
3438,700,3513,ETOFLAM GEL 30G
3439,1100,3514,STERIMAR ADULT HYPERTONIC[BLOCKED NOSE]
3440,1300,3515,OLBAS OIL ADULT 10ML
3441,3600,3518,MAMALAIT 250G
3442,85,3519,STREPSILS EXTRA BLACKCURRANT LOZ 24S
3443,9000,3521,LAROCHE PURE VITAMIN C 10 SERUM 30ML
3444,160,3524,ATACAND PLUS ORIGINAL
3445,20,3525,LOBAK
3446,30,3526,IRNAZIN 5MG
3447,85,3528,FERTILION -F CAPS 30S
3448,950,3529,KWELLS KIDS TABS 12S
3449,1300,3530,HALIBORANGE MULTIVITAMIN SOF EVERYDAY STW B 3-12 30S
3450,1800,3531,HALIBORANGE ORANGE OMEGA 3 & M/VIT SOFTIES 3-12 YEARS 30S
3451,1050,3533,CARMEX WILD EDITION POT 7.5G
3452,350,3534,COLICALM 30ML
3453,150,3535,RUFENAC GEL 20G
3454,1000,3541,QUEST OAD VIT C 1000&ZINC
3455,35,3543,FLAMOX CAPS 20S
3456,180,3544,CIPRODENK 750MG 10S
3457,120,3546,TELMI 80 AM 28S
3458,10,3548,AMLODIPINE 5MG[NOVATIS ACCESS]
3459,5900,3551,ANTHELIOS KIDS SHAKA SPRAY 200ML SPF 50
3460,1900,3554,FIRST AID KIT (S)
3461,50,3558,LABETALOL 100MG TABS 56S
3462,35,3559,ACLOSARA P TABS 10S
3463,50,3560,DIAPRIDE PLUS 2 TABS 30S
3464,100,3562,AERIUS TABS 20S TURKEY
3465,4200,3564,OSTEO PLUS CAPS 96S
3466,75,3571,DALACIN C 150MG 100
3467,75,3572,HYCOLLA-OD CAPS 30'S
3468,300,3576,SALOREX EXPCTORANT 100ML
3469,400,3577,DYRADE M SUSPENSION 100ML
3470,190,3578,LIVIAL TABS 28S(tibolone)
3471,2300,3580,GRAVICARE EXTRA TABS
3472,110,3581,RECARTIX FORTE TABS 30S
3473,850,3583,LUMECARE (CARBOMER) EYE GEL 10GM
3474,350,3584,LEVOSTAR SYRUP 1MG/5ML 100ML
3475,600,3585,DERMOL MOISTURISIING DRY FOOT CREAM 60G
3476,82.2,3586,OLME 40
3477,190,3587,TRITACE 5MG(ramipril)
3478,150,3590,GOOD MORNING LUNGTONIC 60ML
3479,1700,3592,AVAMYS TM 27.5 MCG NASAL SPRAY
3480,20,3594,FLAGYL 400MG 200'S
3481,600,3595,EZEEVIT -KID
3482,1100,3597,DEEP FREEZE COLD GEL 100G
3483,350,3598,NANOCALCIUM 10S
3484,180,3599,RANEXA 375MG
3485,65,3607,SATROGYL-300MG 30'S
3486,90,3608,PROSFIN(FINASTERIDE) 30'S
3487,80,3609,PROSFIN 5MG (FINASTERIDE)30S
3488,950,3611,FRESUBIN PROTEIN ENERGY DRINK 200ML
3489,2600,3612,DO SKIN EXPERT SKIN BRIGHTENING
3490,50,3613,NUCOXIA 90MG
3491,1700,3614,sudafed c&h max 16s
3492,200,3617,lemsip max c&f b/current satc 10s
3493,6300,3618,WN ASHWAGANDHA 120 CAPS
3494,600,3621,VICKS VAPODROPS EUCALYPTUS
3495,3600,3622,NATURES TRUTH ASHWAGANDHA 90S
3496,35,3623,ACICLOVIR DISPERSIBLE 400MG 56S
3497,220,3625,BORIC ACID POWDER 100G
3498,80,3627,SERRARED 15MG
3499,170,3628,AERIUS 5MG 30S
3500,300,3629,VELVEX MATERNITY PADS
3501,2200,3631,SEBAMED ANTIBACTERIAL CLEANSING FOAM 150ML
3502,1800,3632,MELAN H
3503,90,3633,LIQUID PARAFFIN 100ML
3504,12,3634,ATENOL 100MG 28S
3505,10,3636,WAREXX 5MG
3506,450,3644,LONART DS
3507,5,3646,CARAL CARBIMAZOLE 5MG
3508,1650,3647,KOJITIN ULTRA UMUGEL 20MG
3509,5400,3648,JAMIESON COQ10 250MG
3510,60,3650,EPILIM 100MG CRUSHABLE
3511,2650,3651,VICKS DAYQUIL COLD&FLU CAPS 16'S
3512,1860,3652,DEKSEL NANO SYRUP
3513,85,3657,MYOATOM DS PLUS
3514,130,3658,MYOATOM F
3515,100,3660,MUTIVITAMIN(DAWAVITE) SYP 60ML
3516,85,3661,OLME 40 H 30'S
3517,1500,3664,OTRIVINE SINUSITIS NASAL SPRAY 10ML
3518,55,3665,EYEVITAN TABLETS 30'S
3519,2300,3667,LIVOLUK FIBRE 90G GRANULES
3520,9500,3669,BONVIVA 150MG
3521,70,3672,BETASERC 24MG 20'S
3522,200,3675,CEREGARD 90MG
3523,650,3676,K.G.TONE FORTE SYRUP 100ML
3524,1600,3680,H/AID ECHINAECEA
3525,110,3682,APIXA -Q 2.5MG
3526,10,3692,amlodipine 5mg tabs 28s( Sandoz)
3527,3500,3693,RESCUE REMEDY DROPPER 20ML
3528,900,3694,EUMOVATE 0.05% CREAM 30G
3529,10,3697,GLICLAZIDE 80MG TABS 28S
3530,20,3698,LISINOPRIL 10MG TABS 28S
3531,20,3699,LISINOPRIL 20MG TABS 28S
3532,20,3700,RAMIPRIL 5MG CAPS 28(bristol)
3533,50,3701,SLOW SODIUM 600MG TABS 100S
3534,75,3703,REVITAL CAPS 30S
3535,3650,3706,CERAVE AM FACIAL M/L SPF 50 52ML
3536,120,3708,CRESTOR 5MG TURKEY
3537,350,3712,DOVE BAR CUCUMBER&G/TREE
3540,350,3713,DOVE BAR S/BUTTER & VANILLA
3541,350,3717,DOVE BAR PINK
3542,3750,3719,SILICON FULL INSOLE LARGE P
3543,3450,3723,Humalog 100 kwikpen
3544,100,3724,ZINC OXIDE PLASTER 2''
3545,100,3725,PEDITRAL (O.R.S) SATCHETS ORANGE
3546,7250,3726,GERATHERM WRIST BP
3547,580,3727,ASPA SWEET 150S
3548,850,3730,ASPA SWEET 450S
3549,550,3733,BORIC ACID 250MG
3550,550,3735,FML LIQUIFILM 0.1% 5ML
3551,3200,3737,NATURAL FACTOR MELATONIN 10MG
3552,1700,3739,NATURAL FACTOR MELATONIN 5MG
3553,25,3740,COLCHICINE 500MCG 100'S
3554,930,3741,AMPICLOX ORIG SYRUP 250/100
3555,244,3749,MOFILET-S 360
3556,250,3750,DINAC(DICLOFENAC) GEL 50G
3557,650,3751,AMPICLOX NEONATAL DROPS 8ML
3558,2150,3752,THREPTIN DISKETTES 275G
3559,2200,3754,FORALIN 100MG
3560,100,3755,CATAPRESS 100MCG
3561,250,3756,EYFEM EYE DROPS 5ML
3562,25,3757,ENO SATCHETS 24S
3563,300,3758,MAGSIM ORAL SUSP 100ML
3564,17550,3759,RECTOGESIC OINTMENT 30G
3565,850,3760,AMLA AND BASIL SHAMPOO 100ML
3566,850,3761,AMLA AND BASIL CONDITIONER 100ML
3567,1350,3762,AMLA & BASIL SHAMPOO 200ML
3568,2700,3763,AMLA & BASIL HAIR SERUM 50ML
3569,1350,3764,AMLA & BASIL CONDITIONER 200ML
3570,2100,3765,JAMIESON CRANBERRY 500MG
3571,3450,3766,CETAPHIL MOISTURISING LOTION 236ML
3572,2050,3767,VITRUM TABS 30S
3573,1000,3768,ARTELAC MOISTURE E/D
3574,500,3769,DEXTROSE IN NORMAL SALINE (DNS)
3575,5050,3770,anthelios shaka spray spf 50 200ml
3576,90,3771,montallerge ct 10s
3577,900,3772,emitino injection 10s
3578,20,3774,glucophage xr 500mg
3579,550,3775,pedifen paed syrup 100ml
3580,80,3776,HAIRVIT
3581,100,3778,BLOOD PRESSURE CHECK
3582,20,3780,PIOGLUC 15MG
3583,110,3781,MYCOPHENOLATE MOFETIL 500MG
3584,550,3783,ULGICID PINEAPPLE
3586,215,3787,BETMIGA
3587,3150,3788,JAMIESON B12 SPRAY
3588,185,3789,XENICAL 120MG 84S
3589,350,3791,COSVATE G
3590,250,3793,GAUZE SWABS 3*3 NON STERILE 100S
3591,350,3794,GAUZE SWABS 4*4 NON STERILE 100S
3592,200,3797,BLOOD SUGAR TESTING
3593,4600,3802,CERAVE RESURFACING RETINOL SERUM
3594,135,3803,DAPAZIN 10MG (DAPAGLIFLOZIN) TABS 14S
3595,80,3805,GAVISCON DOUBLE ACTION MIXED BERRIES TABS 48S
3596,1800,3806,HEALTH AID 2MG GARLIC OIL 60S
3597,2900,3807,HEALTH AID EVENING PRIMROSE OIL 500MG 60S
3598,110,3809,CRESTOR 20MG 28S TURKEY
3599,2300,3811,PREMARIN CREAM
3600,1600,3812,BENYLIN MUCUS C&F TABS
3601,95,3814,GAVISCON DOUBLE ACTION MINT 12S
3602,2000,3815,IMODIUM INSTANTS
3603,1800,3816,IMODIUM DUAL ACTION
3604,950,3817,CARMEX PEACH & MANGO
3606,2100,3818,eurax cream [plain]
3607,1850,3823,blistex cold sore
3608,2950,3824,malibu suncare spf 50 200ml spray
3609,2050,3825,lamisil spray
3610,1200,3826,beecham flu plus tab 16s
3611,1850,3827,centrum kids immunity gummies VIT & ZINC
3612,2000,3828,Lacoma eye drop
3613,3000,3829,HEALTH/A CALMAGZINC 90S
3614,1600,3831,HEALTH/A ZINC SULPHATE 200MG 90S
3615,1250,3834,HEALTH/A VITAMIN C 1000MG PR 30S
3616,1300,3837,HEALTH AID VITAMIN C 1000MG EFFER B/CURRENT
3617,1250,3840,HEALTH/A VIT C 1000MG EFF LEMON
3618,1250,3841,HEALTH/A VIT C 1000MG EFF ORANGE
3619,175,3842,PRONTOGEST 400MG
3620,40,3843,ZECUF LOZENGES LEMON 20'S
3621,400,3845,PILEGO SATCHETS
3622,750,3848,BEROCCA BOOST EFFER.10S
3623,2000,3849,BEROCCA BOOST EFFER.30S
3624,1150,3854,BEROCCA PERFORMANCE ORANGE TABS 10S
3625,40,3855,ZECUF LOZENGES PINEAPPLES 20S
3626,40,3858,ZECUF LOZENGES ORANGE 20S
3627,40,3859,ZECUF LOZENGES STRAWBERRY 20S
3628,4300,3860,DUOTRAV EYE DROP
3629,500,3861,LECET SYRUP 50ML
3630,1900,3862,LAMISIL AT
3631,60,3863,LINA 5MG 30S
3632,3500,3865,NATURAL FACTOR MAGNESIUM BIGLYCINATE 200MG
3633,3100,3868,AVEENO BABY DAILY CARE MOISTURIZING LOTION 150ML
3634,45,3870,GOLDPAC 30S
3635,100,3871,TINCTURE OF IODINE 50ML
3636,70,3873,HYDREA CAPS 500MG 100S
3637,50,3875,INTAVITA OAD CAPS 30S
3638,500,3878,NAXACIN OINT 20G
3639,300,3879,FOLIC ACID 5MG TABS 28S
3640,275,3880,INVOKANA CANAGLIFLOZIN 100MG 30'S
3641,250,3881,GAUZE bandages15CM*3YDS 12 ROLLS
3642,3500,3882,CLEARBLUE RAPID DETECTION 1S
3643,250,3883,ENTALIV 0.5MG
3644,80,3886,MICARTEL C 40MG
3645,55,3887,TILDIEM 60MG
3646,1650,3893,FEROSORB TABS 30'S
3647,90,3895,CILNITEL5/80 CT
3648,150,3896,FC-ZOLE FLUCONAZOLE 150MG CAPS 1S
3649,55,3897,ARCALION 200MG 40'S
3650,200,3900,BORIC ACID 50G
3651,1000,3901,OPTIMAL CREAM 30G
3652,8200,3902,PURE NIACINAMIDE SERUM
3653,40,3905,PLUS CAPSULES
3654,3020,3906,OPTREX M/ACTION EYE WASH 300ML
3655,1850,3908,MELSOMA MELATONIN LIQ
3656,1250,3909,VEET NORMAL 100ML
3657,800,3910,ZETRO 500MG 3'S
3658,450,3911,GARNIER F/MASK SKIN PEEL
3659,1950,3912,CLARIE DS 250 SUSP 50ML
3660,1050,3914,GARNIER MICELLAR WATER 400ML
3661,30,3919,ZINCOMPLEX TABS 30'S
3662,650,3920,AZICIP 500MG
3663,700,3922,CABGOLIN 0.5MG TABS 4'S
3664,750,3929,FRESUBIN ENERGY DRINK VANILLA 200ML
3665,4000,3930,CERAVE MOISTURIZING CREAM 454G
3667,95,3935,GABACARE TABS
3668,2650,3936,ZINNAT 250MG/5ML SUSP 50ML
3670,1950,3940,NOW BIOTIN 5000MCG CAPS 60'S
3671,950,3941,OATVEEN MOIST BAR
3672,550,3943,ONAZIN EYE DROPS 10ML
3673,85,3945,gaviscon double action mixed berries 24s
